idx,title,etc,description,title_en,description_en,rating,review_sadness,review_joy,review_fear,review_disgust,review_anger,url
373,"파리, 텍사스(Paris, Texas)",Drama,"멕시코와 미국의 접경 지역 부근, 텍사스주의 어느 황량한 마을에 탈진한듯 보이는 한 남자가 걸어온다. 그의 이름은 트래비스. 의식을 잃은 트래비스의 소지품에서 '월트'란 이름을 발견한 의사는 연락을 취하게 되고, 로스앤젤레스에 살던 월트는 형 트래비스를 4년만에 만나게 다. 그동안 형의 아들인 헌터를 맡아 기르던 월터와 그의 아내 앤은 헌터가 트래비스를 아버지로 인정할 수 있도록 최선을 다하지만, 다른 한편으로는 기른 정에 얽매여 헌터를 잃게 되진 않을까 우려한다. 기억을 잃어버린데다 실어증까지 걸려버린 트래비스는 아들과 함께 떠나버린 아내를 찾아나서게 되고, 그녀가 아들의 부양비를 매달 입금해 오고 있는 은행에서 무작정 기다리다 결국 아내를 발견한다. 하지만 그토록 그리워하던 아내는 환락가의 여자가 되어 었다. 손님은 여자를 볼 수 있고, 여자는 손님을 볼 수 없는 유리벽이 있는 방에서 손님으로 가장한 트래비스는 아내를 만난다. 아내는 얼굴도 보지 못하는 이 손님의 사연을 기꺼이 들어주겠다고 하고, 트래비스는 자신과 제인의 이야기를 해준다.","Paris, Texas","Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",10,0.721973,0.167964,0.159671,0.081851,0.01328,https://whatdoido.kro.kr/movie/373.jpg
374,그래비티(Gravity),Drama Sci-Fi Thriller,허블 우주망원경을 수리하기 위해 우주를 탐사하던 라이언 스톤 박사는 폭파된 인공위성의 잔해와 부딪히면서 소리도 산소도 없는 우주 한 가운데에 홀로 남겨지는데…,Gravity,Two astronauts work together to survive after an accident leaves them stranded in space.,9,0.150276,0.771071,0.05737,0.007972,0.031464,https://whatdoido.kro.kr/movie/374.jpg
375,알라바마 이야기(To Kill a Mockingbird),Crime Drama,"1930년대 미국 앨라바마주의 조그만 마을. 백인 처녀 마옐라는 허드렛일을 도와주던 흑인 청년 로빈슨을 유혹하다 아버지에게 들키고, 이에 화가난 아버지는 로빈슨에게 성폭행 혐의를 씌우게 된다. 변호사 애티커스는 억울하게 구속된 로빈슨의 변호를 맡고 편견에 가득찬 마을 백인들로부터 비난을 받는다. 하지만 로빈슨의 결백을 믿는 애티커스는 이에 맞서 홀로 싸우고 로빈슨의 무죄를 입증할 결정적 증거까지 제시하지만, 백인들로 구성된 배심원들은 유죄 평결을 내리고 만다. 퓰리처상을 수상한 하퍼 리의 자전적 동명 소설이 원작이다. 애티커스역을 맡은 그레고리 펙은 이 작품으로 1962년 아카데미와 골든 글로브 남우주연상을 수상했다.",To Kill a Mockingbird,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",10,0.089607,0.743911,0.06404,0.099907,0.048556,https://whatdoido.kro.kr/movie/375.jpg
376,도니 브래스코(Donnie Brasco),Biography Crime Drama,"FBI 요원인 조는 마피아 소탕 임무를 띄고 도니 브래스코란 가명으로 그들 세력에 잠입하게 된다. 마피아 패밀리의 일원인 레프티에게 접근한 도니. 레프티는 젊고 유능해 보이는 도니에게 호감을 갖게 되고, 친자식처럼 혹은 친구처럼 대해주기 시작한다. 이런 상황 속에서 도니는 실제 자신과 가명으로 위장된 자신의 모습에 갈등을 느끼게 되는데...",Donnie Brasco,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",10,0.406997,0.402297,0.097156,0.05645,0.03535,https://whatdoido.kro.kr/movie/376.jpg
377,그랜 토리노(Gran Torino),Drama,"그랜 토리노를 훔치려던 소년,이제 그 소년을 지켜주고 싶다!자동차 공장에서 은퇴한 채 무료한 일상을 보내는 월트(클린트 이스트우드). 한국전 참전의 상처로 괴로워하는남편의 참회를 바라던 아내의 유언에도 불구하고 참회할 것이 없다며 버틴다. 어느 날, 이웃집 소년 타오가갱단의 협박으로 월트의 72년산 '그랜 토리노'를 훔치려 하고 뜻하지 않았던 이 만남으로 월트는 차고 속에모셔두기만 했던 자신의 자동차 그랜 토리노처럼 전쟁 이후 닫아둔 자신의 진심을 드러내기 시작하는데...",Gran Torino,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",10,0.483307,0.678864,0.051405,0.091689,0.10667,https://whatdoido.kro.kr/movie/377.jpg
378,미저리(Misery),Drama Thriller,"폴은 로 베스트셀러 작가가 되었지만 자기의 소설이 싸구려라는 죄의식에 시달린다. 그는 연작소설 의 주인공을 죽이고 소설을 끝낸 뒤 방향전환을 하고자 한다. 그런데 소설을 탈고하고 산중의 호텔에서 떠나오던 폴은 폭풍에 차가 전복되서 팔, 다리가 부러진다. 폴은 전직 간호원인 애니의 간호로 정신을 차린다. 그런데 처음에는 상냥하고 온화했던 애니는 차츰 에 대한 집착을 드러내는데, 그녀는 를 다시 쓰라고 폴에게 강요한다. 소설의 주인공과 자기를 동일시하며 거의 광적으로 폴의 작품을 숭배하던 애니는 폴이 빠져나가려 하자 그를 침대에 묶고 망치로 다리를 부러뜨린다. 결국 폴은 애니의 요구대로 를 다시 쓰지만, 폴이 원고를 불태우자 사투가 벌어진다.",Misery,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",9,0.054162,0.065177,0.816715,0.042675,0.077,https://whatdoido.kro.kr/movie/378.jpg
379,엔드 오브 왓치(End of Watch),Action Crime Drama,"최강 LAPD VS최악의 LA갱단! 그들의 가장 긴 근무가 시작된다!업무를 마친 경찰관은 일지를 받고 일지에 암호를 남긴다- 여기는 코드6, 정지, 용의자를 구금시켰다....수호와 보호라는 맹세 아래 누구도 하기 힘든 임무를 해내는 사람들!거리를 수호하는 형제처럼 절친한 경찰관 브라이언 테일러(제이크 질렌할)와 마이크 자발라(마이클 페나). 서로를 위해서라면 언제든지 등을 맡기고 목숨을 내걸 준비가 되어 있는 이 둘의 평범하지만 고된 근무가 어느날 순찰중 마약조직의 아지트를 우연히 발견하게 되면서 돌이킬 수 없는 덫으로 빠져든다. 조직을 건드린 보복으로 LA최강의 마약범죄조직의 추격을 받게된 두 사람. 그들의 가장 기나긴 근무가 시작된다!",End of Watch,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",8,0.154403,0.599258,0.032901,0.08501,0.079252,https://whatdoido.kro.kr/movie/379.jpg
380,"안녕, 헤이즐(The Fault in Our Stars)",Drama Romance,"둘이 합쳐 폐는 1.5개, 다리는 3개호흡기조차 사랑스러운 ‘헤이즐’, 걸음걸이조차 매력적인 ‘어거스터스’산소통을 캐리어처럼 끌고 호흡기를 생명줄처럼 차고 있는 헤이즐. 집에 틀어박혀 리얼리티 쇼나 보며 하루를 축내는 자신을 걱정하는 가족에게 등 떠밀려 어쩔 수 없이 참석한 암 환자 모임에서 꽃미소가 매력적인 어거스터스를 만난다. 담배를 입에 물었지만 불은 붙이지 않는 ‘상징적인 행동’으로 헤이즐의 맹비난을 재치있게 받아넘긴 어거스터스는 시크하고 우울증마저 겪는 헤이즐을 두근거리게 만든다. 무한 설렘주의! 무엇도 방해할 수 없는 예측불허 로맨스~두 사람은 소설책을 나눠 읽으며 급속도로 가까워지고, 어거스터스는 헤이즐이 그토록 좋아하는 네덜란드의 작가를 만나게 해주기 위해 ‘지니의 소원’을 빌어 암스테르담 여행을 제안한다. 가족과 주변의 걱정과 만류에도 불구하고 생애 처음으로 여행길에 오른 두 사람. 자신을 시한폭탄이라 생각하고 사랑하는 것들과 선을 그었던 그녀와, 거절당할까 두려워 진실을 감춰왔던 어거스터스는 서로에게 속마음을 털어놓기 시작하는데... 예측불허 이들의 사랑은 어떻게 될까? 8월, 전세계를 사로잡은 어마어마한 로맨스가 온다!",The Fault in Our Stars,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,9,0.458023,0.029483,0.594888,0.070981,0.134642,https://whatdoido.kro.kr/movie/380.jpg
381,필로미나의 기적(Philomena),Biography Comedy Drama,"“누구에게나 찾고 싶은 사람은 있다” 전세계 특종을 잡아라!50년 동안 충격적 비밀을 안고 살았던 필로미나가 아들을 찾기 위해 나섰다. 전직 BBC기자 마틴은 이 흥미로운 소식을 접하고 그녀와 함께 ‘아들 찾기 프로젝트’에 나선다. 수소문 끝에 그녀의 아들이 미국에 입양된 사실을 알게 되고. 필로미나는 난생 처음 아들을 만나기 위해 미국으로 떠날 결심을 한다. 하지만 무작정 아들의 행방을 쫓는 것에 점점 지쳐가고. 그러던 중 마틴은 그에 대해 놀라운 사실을 알게 되는데… 세상을 바꾼 눈부신 기적! 영화, 그 이상의 실화가 시작된다!",Philomena,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",8,0.037031,0.625174,0.006863,0.362423,0.039092,https://whatdoido.kro.kr/movie/381.jpg
382,파이터(The Fighter),Biography Drama Sport,백업 선수 출신의 전설적인 복서 미키 워드(마크 월버그)와 그의 트러블메이커인 형 디키 에클런드(크리스찬 베일). 골칫덩어리 가족이 낳은 두 형제가 이룰 수 없는 꿈만 같았던 세계 챔피언에의 도전을 그린 감동 실화.,The Fighter,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",7,0.03115,0.822127,0.00528,0.082164,0.092552,https://whatdoido.kro.kr/movie/382.jpg
383,캡틴 필립스(Captain Phillips),Adventure Biography Crime,"소말리아 인근 해상, 리차드 필립스 선장이 이끄는 화물선 앨라배마 호가 해적의 공격을 받는 사건이 발생한다.필립스 선장은 순간의 기지로 해적들의 1차 공격을 막는데 성공하지만 해적들은 곧 앨라배마 호를 점령한다.선원들을 대피시킨 채 홀로 해적들과 대치하는 필립스 선장.숨막히는 경계와 팽팽한 심리전 속 필립스 선장은 19인 선원들을 대신하여 홀로 해적들의 인질이 되는데…! 바다 한가운데, 생존을 건 협상이 시작된다!",Captain Phillips,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",8,0.505711,0.652575,0.485113,0.067728,0.098375,https://whatdoido.kro.kr/movie/383.jpg
384,성난 황소(Raging Bull),Biography Drama Sport,"무명 복서 제이크는 무패전적을 자랑하는 슈거레이 로빈슨과의 경기에서 승리한 후 유명 복수가 된다. 이후 그는 자신의 인생이 성공적일거라 생각한다. 그러나 부인과 이혼하고 첫사랑 비키와 결혼한 그는 그녀와 형과의 관계를 의심하는 등 쇠퇴의 길을 걷기 시작하는데...복서 제이크 라모타의 생애에 기초한 는 그의 폭력성과 광기에 초점을 맞춘다. 그는 특유의 난폭함으로 한동안 링 위에서 무적의 복서로 군림하지만, 자신의 아내와 동생까지 그 희생양으로 만듦으로써 결국 광기의 소용돌이 속에서 자멸해간다. 복서의 이야기를 다룬 영화이면서도 예컨대 에 반(反)하는 영화이기도 한 는 링 위에서 결국 승리를 거두는 복서로서 한 남자의 경력보다는 세련되지 못하고 폭력적인 한 남성의 그 누구도 아닌 스스로에게 책임이 있는 몰락의 이야기에 초점을 맞춘다. 스콜세지 스스로 ‘가미가제’ 정신으로 만들었다고 하는 이 영화는 카메라워크, 편집, 사운드 등의 활용 면에서 최고의 수준이 무엇인지를 보여준다. 오래 전부터 이 영화의 실현을 원했던 로버트 드 니로는 대가급의 연기에 대한 실례를 제공해준다.",Raging Bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",,0.501088,0.378037,0.131537,0.037839,0.045733,https://whatdoido.kro.kr/movie/384.jpg
385,대탈주 (The Great Escape),Adventure Drama History,《대탈주》는 제2차 세계 대전 당시 연합군 포로들의 탈출을 그린 영화이다. ,The Great Escape,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,9,0.060646,0.866977,0.016362,0.022496,0.047667,https://whatdoido.kro.kr/movie/385.jpg
386,멋진 인생(It's a Wonderful Life),Drama Family Fantasy,"어느 작은 마을에서 평생을 선하게 살아온 한 사나이가, 자신의 인생이 실패했다고 생각하면서 벌어지는 이야기들을 그린 멜로드라마.",It's a Wonderful Life,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,10,0.154367,0.451196,0.022139,0.174388,0.327104,https://whatdoido.kro.kr/movie/386.jpg
387,칼리토(Carlito's Way),Crime Drama Thriller,"칼리토는 30년형을 선고받아 복역하던 중 5년만에 출옥한다. 오랫동안 헤로인 등을 팔며 뒷골목 생활을 하던 그의 꿈은 돈을 모아 바하마에 가 차 임대업을 하는 것이다. 돈을 마련하기 위해 변호사인 데이브가 지분을 갖고 있는 클럽을 운영하며 옛 애인 게일을 만나 함께 바하마로 가기로 한다. 그런 어느날 칼리토는 데이브의 부탁으로 범죄단의 두목 토니를 감옥에서 탈출시키려 한다. 그러나 데이브는 칼리토가 보는 앞에서 토니와 토니의 아들을 죽여 강물에 버리고 만다. 이로 인해 칼리토는 이태리인들의 추격을 받게 되고, 데이브는 토니의 또 다른 아들 빈센트에게 공격받자 경찰의 감시를 피하기 위해 칼리토를 배신한다.",Carlito's Way,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a  life outside of N.Y.C.",10,0.135182,0.706179,0.069173,0.047427,0.073922,https://whatdoido.kro.kr/movie/387.jpg
388,토이 스토리 3(Toy Story 3),Animation Adventure Comedy,"앤디가 대학생이 되어 집을 떠나고, 우디와 버즈 라이트이어는 탁아소에 기증된다. 침을 뚝뚝 흘리고 장난감을 소중히 다룰 줄 모르는 아이들 때문에 그들은 옛날이 그리워진다.",Toy Story 3,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",10,0.050292,0.807019,0.040656,0.066967,0.039197,https://whatdoido.kro.kr/movie/388.jpg
389,미녀와 야수(Beauty and the Beast),Animation Family Fantasy,"똑똑하고 아름다운 ‘벨(엠마 왓슨)’은 아버지와 살고 있는 작은 마을에서 벗어나 운명적인 사랑과 모험을 꿈꾼다.어느 날 행방불명된 아버지를 찾아 폐허가 된 성에 도착한 벨은 저주에 걸린 ‘야수’(댄 스티븐스)를 만나 아버지 대신 성에 갇히고,야수 뿐 아니라 성 안의 모든 이들이 신비로운 장미의 마지막 꽃잎이 떨어지기 전에 저주를 풀지 못하면 영원히 인간으로 돌아올 수 없는 운명임을 알게 된다.성에서 도망치려던 벨은 위험한 상황에서 자신을 보호해 준 야수의 진심을 알게 되면서 차츰 마음을 열어가기 시작하는데…",Beauty and the Beast,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young woman's love.,10,0.02446,0.881352,0.018497,0.016313,0.079081,https://whatdoido.kro.kr/movie/389.jpg
390,개들의 섬 (Isle of Dogs),Animation Adventure Comedy,"《개들의 섬》은 웨스 앤더슨이 연출, 제작, 각본을 맡은 2018년 개봉한 미국의 스톱 모션 애니메이션, 코미디 영화이다.",Isle of Dogs,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",8,0.046934,0.569789,0.071269,0.269748,0.11247,https://whatdoido.kro.kr/movie/390.jpg
391,이것이 스파이널 탭이다(This Is Spinal Tap),Comedy Music,"마티 디버기(로브 라이너)은 몇 개의 광고와 영화를 찍은 감독이다. 그러던 그가 밴드에 관한 다큐멘터리를 기획했을 무렵 영국의 '스파이널 탭'이란 밴드가 1982년 미국 투어를 준비 중이란 소식을 접한다. 그는 곧 그들을 밀착 취재하며 힘들게 일하는 헤비메탈 밴드에 대한 다큐멘터리 를 촬영하기 시작한다. 1960년대에 태어나 이름과 멤버, 장르를 끝도 없이 교체해가며 17장의 앨범을 찍어냈던 이 밴드는 슬슬 내리막길에 접어들고 있다. 텔레비전 광고 감독인 마티 디버기의 카메라 앞에서 이들은 무대로 가는 길을 잃거나, 무대 장치가 고장 나거나, 밴드 멤버가 폭발하거나 하는 일 따위를 겪으면서 투어를 이어간다. 스파이널 탭은 데이빗 허빈즈(마이클 머킨)과 나이젤 튜프넬(크리스토퍼 게스트) 그리고 데릭 스몰스(해리 시어러)가 주축을 이루고 드러머 믹 슈림튼, 키보드 빕 세비지, 매니저 이안 페이스(토니 헨드라)로 이루어졌다. 파워 넘치는 노래는 그들의 예상을 깨고 미국에서 연속된 참패를 맛본다. 줄줄이 이뤄지는 공연취소와 밴드 구성원 간의 마찰은 이들의 혼란을 더욱 부채질한다. 더욱이 데이빗의 여자친구 지니가 나타나면서 내부 마찰은 극에 달한다. 밴드 회의 중 지니의 지나친 간섭이 맘에 들지 않은 매니저 이안은 결국 밴드에서 탈퇴하고, 그 뒤를 이어 매니저 일을 보게 된 지니의 말도 안 되는 공연 일정으로 나이젤마저 밴드에서 이탈하게 된다. 작은 마을의 인형쇼 축하공연까지 뛰게 되는 이들의 불행은 계속되지만, 일본에서 공연할 수 있다는 소식과 함께 나이젤과 이안이 다시 합류하게 된다.",This Is Spinal Tap,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",9,0.001272,0.580783,0.000285,0.011361,0.001314,https://whatdoido.kro.kr/movie/391.jpg
392,사랑은 비를 타고(Singin' in the Rain),Comedy Musical Romance,"무성영화에서 유성영화로 넘어가는 시기, 곧 1930년대 초의 할리우드를 이야깃거리로 삼는다. 유성영화가 발명된 뒤 불황과 전쟁이라는 상황속에서 가장 대중들의 사랑을 받은 장르는 뮤지컬이다. 그 뮤지컬의 최고작으로 꼽히는 이 작품은 바로 그 유성영화의 역사를 경쾌하게 그려낸다. 목소리가 좋지않아 유성영화에 적응하지 못하는 스타 여배우가 막 뒤에 풋내기 여배우를 세워 대신 대사를 시키고 쩔쩔매는 장면 등은 당시 상황을 풍자한다. 진 켈리와 스탠리 도넌이 안무와 감독을 맡았다.",Singin' in the Rain,A silent film production company and cast make a difficult transition to sound.,,0.170818,0.654298,0.435339,0.04575,0.076523,https://whatdoido.kro.kr/movie/392.jpg
393,보이후드(Boyhood),Drama,수많은 기억의 조각들로 이뤄낸 단 하나의 특별한 이야기!소년은 어떻게 어른이 되는 것일까?여섯 살 ‘메이슨 주니어’(엘라 콜트레인)와 그의 누나 ‘사만다’(로렐라이 링클레이터)는 싱글맘인 ‘올리비아’(패트리시아 아퀘트)와 텍사스에 살고 있다. 아빠인 ‘메이슨 시니어’(에단 호크)는 일주일에 한 번씩 들러 ‘메이슨’과 ‘사만다’를 데리고 캠핑을 가거나 야구장에 데려 가며 친구처럼 놀아 주곤 하지만 함께 살 수는 없다. 게다가 엄마의 일 때문에 친구들과 헤어져 계속해서 낯선 도시로 이사를 다녀야 하는 메이슨은 외로운 나날을 보내며 점차 성장해가는데…….,Boyhood,"The life of Mason, from early childhood to his arrival at college.",1,0.631524,0.605005,0.594569,0.132447,0.06636,https://whatdoido.kro.kr/movie/393.jpg
394,혹성탈출(Planet of the Apes),Adventure Sci-Fi,"지구시각 2673년 3월 26일, 삭막해진 세상에 모든 미련을 버린 테일러 일행을 태운 우주선이 케이프 케네디에서 쏘아올려, 1년 6개월만에 어느 행성의 바다에 불시착한다. 유일한 여승무원이었던 스트어트는 캡슐의 고장으로 이미 해골이 되어있었다. 이들은 이론적으로 지구를 떠나 온 지는 2천년 정도 지났다. 세 명의 선장과 승무원들이 가까스로 우주선에서 빠져나왔을 때, 우주선은 물 속으로 가라앉는다. 그들은 이곳이 지구에서 320광년 떨어져 있고, 오리온좌의 태양 주위를 돌고 있는 어느 이름 모를 행성으로 추측한다.행성의 생명체 유무를 위해 사막 위의 긴나긴 탐사 여행을 하던 그들은 곧 옥수수 등을 따고 있는 원시인의 무리를 발견한다. 이윽고 말을 타고 총을 쏘아대는 원숭이들 무리에 쫓기게 된다. 이 행성은 바로 원숭이들이 다스리는 것이고, 인간의 모습과 거의 비슷한 원시인들은 야생 동물처럼 살고 있었다. 잔혹한 사냥 끝에 일행과 선장들도 모두 사살되고 중상을 입고 잡힌다. 곧 목의 부상으로 말을 못하던 선장은 인간의 가축화를 연구하는 지라 박사에 의해 '샛별 눈'이라 이름지어주는데, 약간의 지능이 있는 특수한 인간으로 취급받는다.",Planet of the Apes,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",8,0.073732,0.667067,0.143336,0.066428,0.100127,https://whatdoido.kro.kr/movie/394.jpg
395,프라이멀 피어(Primal Fear),Crime Drama Mystery,"애런이라는 소년이 로마 가톨릭 대주교 살인혐의로 기소되자 변호사 마틴 베일은 애런의 무죄를 주장하며 변론을 자청한다. 검사를 맡은 베너블은 한때 마틴과 서로 잘 알고 있는 입장이지만 반대 입장에 선 그들은 불꽃 튀는 법정싸움을 벌인다. 배너블은 러쉬맨의 몸에서 B-32-156이라 새겨진 글씨는 소설 『주홍글씨』의 156쪽이란 사실을 확인하고 애런의 옷과 운동화에 뭍은 피를 증거로 제출한다. 마틴은 죽은 대주교가 애런과 그의 여자친구 린다, 남자친구 알렉스에게 성행위를 강요해 찍은 포르노 비디오 테잎을 찾아내고 낙담한다. 애런은 이 소식을 듣고 정신발작을 일으켜 결국 정신이상을 이유로 무죄판결을 받는데...",Primal Fear,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.",10,0.090072,0.873192,0.012033,0.012496,0.012352,https://whatdoido.kro.kr/movie/395.jpg
396,잠입자(Stalker),Drama Sci-Fi,"때는 가까운 미래. 존(Zone)이라 불리는 잿빛의 이름없는 도시가 있는데 이 도시에는 운석이 떨어진 공간이 있다. 군인들이 이 공간을 지키고 있으며 들어가는 데는 정해진 규칙이 있기 때문에 아무나 접근할 수 없는 곳이다. 어느 날, 어둠을 뚫고 한 남자가 나타나는데 그는 공간 안으로 사람들을 안내할 수 있는 정신적인 재능을 부여받은 소수의 인물 가운데 하나이다.사람들은 외계인의 공간에 들어가는 단 한 사람만이 자신의 소원을 이룰 수 있다고 믿는다. 그날 밤 남자는 두 사람을 데리고 구역 안으로 들어가는데, 한 사람은 영감이 고갈된 유명한 시인, 또 다른 사람은 조용한 성품의 과학자이다. 과학자는 외계의 지식을 얻으려 한다. 존에서 외계인들의 공간으로 향하는 길은 계속 바뀌고, 위기는 계속되는데...",Stalker,A guide leads two men through an area known as the Zone to find a room that grants wishes.,1,0.740508,0.559121,0.205962,0.064247,0.140086,https://whatdoido.kro.kr/movie/396.jpg
397,블로우(Blow),Biography Crime Drama,"어릴적 어머니의 가출 원인이 넉넉치 못한 살림에 있다고 생각한 조지는 절대 가난하게 살지 않겠다고 결심한다. 그리고 친구와 함께 캘리포니아로 떠나게 된다. 그곳에서 그는 마약이 많은 돈을 벌게 해준다는 걸 알게 되고 마약에 손을 대기 시작한다. 결국 마약 유통의 중간책이 된다.그러다 일을 크게 벌여 상장한 마약 중간책이 된 조지는, 아예 멕시코에서 원료를 사다 마진을 크게 남기기로 한다. 그러던 중 조지는 체포되고 애인이 암으로 죽는 등 시련을 겪는다. 감옥에 간 조지는 가석방되기 위해 죄수 대상 수업을 받는 등 열의를 보인다. 가석방 된 조지는 다시 마약에 손을 대고 캘리포니아에서 마약을 짧은 시간 내에 다량으로 소화해 내는 조지를 본 멕시코 마약계의 보스가 그에게 손을 내민다. 그러나 거액과 마약이 오가는 마약계 또한 배반과 생존 경쟁이 치열한 곳이다. 콜롬비아 쪽 동료 시저의 약혼녀 마사와 눈이 맞아 결혼을 하고 딸 크리스티나를 낳았지만 이 바닥을 벗어나 살기는 어렵다. 결국 가장 친한 동료 디에고의 배신으로 한동안 손을 떼보기도 하는데.",Blow,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",10,0.57786,0.656174,0.435556,0.080966,0.077152,https://whatdoido.kro.kr/movie/397.jpg
398,주먹왕 랄프(Wreck-It Ralph),Animation Adventure Comedy,"모든 편견을 ‘부.숴.버.려!’“직업이 ‘악당’일 뿐, 진짜 ‘나쁜 놈’은 아니야!” 8비트 게임 ‘다고쳐 펠릭스’에서 건물을 부수는 악당 주먹왕 랄프. 30년째 매일같이 건물을 부수며 직업에 충실해왔지만, 악당이라는 이유로 누구도 그를 좋아하지 않는다.모두에게 인정 받는 영웅이 되고 싶은 마음에 급기야 자기 게임을 이탈하여 다른 게임으로 들어가는 랄프!슈팅게임 ‘히어로즈 듀티’를 거쳐 레이싱 게임 ‘슈가 러시’에 불시착하는 랄프는 과연 게임 세계의 새로운 영웅이 될 수 있을 것인가!그리고 랄프가 떠난 후 고장 딱지가 붙은 ‘다고쳐 펠릭스’ 게임은 오락실에서 퇴출될 위기를 넘길 수 있을까? 12월,모든 편견을 포맷시키는 단 하나의 영화!",Wreck-It Ralph,"A video game villain s to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",10,0.041347,0.87014,0.002636,0.002969,0.020938,https://whatdoido.kro.kr/movie/398.jpg
399,레고 무비(The Lego Movie),Animation Action Adventure,"세상의 모든 영웅들이 ‘레고’로 조립된다!배트맨, 슈퍼맨, 원더우먼, 인어공주, 초록닌자, 1980몇년 우주인, 미켈란젤로, 미켈란젤로 닌자거북이, 2002 NBA 올스타 등등등 이들 마스터 빌더 사이에서 희망으로 선택된 평범한 미니피겨! 그의 작고 노란 손에 레고 세계의 운명이 달렸다!",The Lego Movie,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",9,0.028305,0.775136,0.043296,0.086148,0.010926,https://whatdoido.kro.kr/movie/399.jpg
400,브라질(Brazil),Drama Sci-Fi,"년도를 알 수 없는 미래. 정보화로 인해 모든 것이 획일화된 사회에서 샘 로우리는 지극히 평범하고 심심한 삶을 살고 있다. 정보국에서 서기로 일하고 있는 그는, 꿈속에서 중세의 기사가 되어 하늘을 날며, 환상의 여인을 만난다. 얼마 후, 그는 우연히 꿈속에서 본 질이란 여인을 만나게 되는데, 꿈속에서와 달리 그녀는 거친 트럭 운전수이자 반정부주의자였다. 한편, 정보국 직원의 실수로 터틀이란 테러범을 잡는 다는 것이, 버틀이란 무고한 시민의 생명을 빼앗는 일이 되어버리고, 샘은 그의 가족들에게 보상금을 지급하는 임무를 맡게 된다. 그곳에서 그는 질을 다시 만나게 되는데...",Brazil,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,,0.577858,0.141277,0.077486,0.152777,0.240946,https://whatdoido.kro.kr/movie/400.jpg
