idx,title,etc,description,review_sadness,review_joy,review_fear,review_disgust,review_anger,description_cluster,url,,
6031,Basic Writings,"Jean-Paul Sartre,Stephen Priest","Jean-Paul Sartre is one of the most famous philosophers of the twentieth century. The principle founder of existentialism, a political thinker and famous novelist and dramatist, his work has exerted enormous influence in philosophy, literature, politics and cultural studies.,Jean-Paul Sartre: Basic Writings is the first collection of Sartre's key philosophical writings and,Jean-Paul Sartre is one of the most famous philosophers of the twentieth century. The principle founder of existentialism, a political thinker and famous novelist and dramatist, his work has exerted enormous influence in philosophy, literature, politics and cultural studies.,Jean-Paul Sartre: Basic Writings is the first collection of Sartre's key philosophical writings and provides an indispensable resource for all students and readers of his work. Stephen Priest's clear and helpful introductions set each reading in context, making the volume an ideal companion to those coming to Sartre's writings for the first time.",0.267926,0.634965,0.031258,0.013532,0.06737,3,https://whatdoido.kro.kr/movie/6031.jpg,,
6032,Being and Nothingness,"Jean-Paul Sartre,Hazel E. Barnes,Mary Warnock,Richard Eyre","is without doubt one of the most significant philosophical books of the 20th century. The central work by one of the century's most influential thinkers, it altered the course of western philosophy. Its revolutionary approach challenged all previous assumptions about the individual's relationship with the world. Known as 'the Bible of existentialism', i,is without doubt one of the most significant philosophical books of the 20th century. The central work by one of the century's most influential thinkers, it altered the course of western philosophy. Its revolutionary approach challenged all previous assumptions about the individual's relationship with the world. Known as 'the Bible of existentialism', its impact on culture & literature was immediate & was felt worldwide, from the absurdist drama of Samuel Beckett to the soul-searching cries of the Beat poets.,is one of those rare books whose influence has affected the mindset of subsequent generations. Seventy years after its 1st publication, its message remains as potent as ever--challenging readers to confront the fundamental dilemmas of human freedom, choice, responsibility & action.",0.232944,0.186836,0.106298,0.073408,0.101227,0,https://whatdoido.kro.kr/movie/6032.jpg,,
6094,A Study in Scarlet,Arthur Conan Doyle,"Purchase one of 1st World Library's Classic Books and help support our free internet library of downloadable eBooks. Visit us online at,- - IN the year 1878 I took my degree of Doctor of Medicine of the University of London, and proceeded to Netley to go through the course prescribed for surgeons in the army. Having completed my studies there, I was,Purchase one of 1st World Library's Classic Books and help support our free internet library of downloadable eBooks. Visit us online at,- - IN the year 1878 I took my degree of Doctor of Medicine of the University of London, and proceeded to Netley to go through the course prescribed for surgeons in the army. Having completed my studies there, I was duly attached to the Fifth Northumberland Fusiliers as Assistant Surgeon. The regiment was stationed in India at the time, and before I could join it, the second Afghan war had broken out. On landing at Bombay, I learned that my corps had advanced through the passes, and was already deep in the enemy's country. I followed, however, with many other officers who were in the same situation as myself, and succeeded in reaching Candahar in safety, where I found my regiment, and at once entered upon my new duties. The campaign brought honours and promotion to many, but for me it had nothing but misfortune and disaster. I was removed from my brigade and attached to the Berkshires, with whom I served at the fatal battle of Maiwand. There I was struck on the shoulder by a Jezail bullet, which shattered the bone and grazed the subclavian artery. I should have fallen into the hands of the murderous Ghazis had it not been for the devotion and courage shown by Murray, my orderly, who threw me across a pack-horse, and succeeded in bringing me safely to the British lines.",0.289474,0.30039,0.058133,0.021606,0.064788,0,https://whatdoido.kro.kr/movie/6094.jpg,,
6320,Adventures of Ulysses,Bernard Evslin,"The leader of the Greek forces returning from Troy encounters the Cyclops, the beautiful sorceress Circe and more, as he tries to ward off the anger of the gods.",0.063499,0.838035,0.022291,0.017023,0.023246,1,https://whatdoido.kro.kr/movie/6320.jpg,,
6336,The Once and Future King,"T.H. White,Sylvia Townsend Warner","T.H. White?s masterful retelling of the Arthurian legend is an abiding classic. The Once and Future King, contains all five books about the early life of King Arthur:,,The Sword in the Stone,The Witch in the Wood,The Ill-Made Knight,The Candle in the Wind,The Book of Merlyn,,Exquisite comedy offsets the tradegy of Arthur?s personal doom as White brings to life the,T.H. White?s masterful retelling of the Arthurian legend is an abiding classic. The Once and Future King, contains all five books about the early life of King Arthur:,,The Sword in the Stone,The Witch in the Wood,The Ill-Made Knight,The Candle in the Wind,The Book of Merlyn,,Exquisite comedy offsets the tradegy of Arthur?s personal doom as White brings to life the major British epic of all time with brilliance, grandeur, warmth and charm.",0.782013,0.002169,0.160685,0.110318,0.243807,3,https://whatdoido.kro.kr/movie/6336.jpg,,
6345,Dark Visions,"Douglas E. Winter,Dan Simmons,Stephen King,George R.R. Martin","Douglas E. Winter presents a collection of all-new, tantalizingly terrifying stories by masters of horror. \Strong stuff, with good shudder potential ... A success ... You'll want to read this one!\--Locus.,* Introduction - Douglas E. Winter,* The Reploids - Stephen King,* Sneakers - Stephen King,* Dedication - Stephen King,* Metastasis - Dan Simmons,* Vanni Fucci is Alive and W,Douglas E. Winter presents a collection of all-new, tantalizingly terrifying stories by masters of horror. \Strong stuff, with good shudder potential ... A success ... You'll want to read this one!\--Locus.,* Introduction - Douglas E. Winter,* The Reploids - Stephen King,* Sneakers - Stephen King,* Dedication - Stephen King,* Metastasis - Dan Simmons,* Vanni Fucci is Alive and Well and Living in Hell - Dan Simmons,* Iverson's Pits - Dan Simmons,* The Skin Trade - George R.R. Martin,[Some sources give Paul J. Mikol, the Dark Harvest publisher, as editor.",0.128644,0.764775,0.020869,0.017553,0.046373,4,https://whatdoido.kro.kr/movie/6345.jpg,,
6419,Kim,Rudyard Kipling,"Kim is set in an imperialistic world; a world strikingly masculine, dominated by travel, trade and adventure, a world in which there is no question of the division between white and non-white.,Two men - a boy who grows into early manhood and an old ascetic priest, the lama - are at the center of the novel. A quest faces them both. Born in India, Kim is nevertheless white, a,Kim is set in an imperialistic world; a world strikingly masculine, dominated by travel, trade and adventure, a world in which there is no question of the division between white and non-white.,Two men - a boy who grows into early manhood and an old ascetic priest, the lama - are at the center of the novel. A quest faces them both. Born in India, Kim is nevertheless white, a sahib. While he wants to play the Great Game of Imperialism, he is also spiritually bound to the lama. His aim, as he moves chameleon-like through the two cultures, is to reconcile these opposing strands, while the lama searches for redemption from the Wheel of Life.,A celebration of their friendship in a beautiful but often hostile environment, 'Kim' captures the opulence of India's exotic landscape, overlaid by the uneasy presence of the British Raj.",0.248981,0.500149,0.120876,0.045001,0.056919,3,https://whatdoido.kro.kr/movie/6419.jpg,,
6424,Picture This,Joseph Heller,"\Mr. Heller treats the whole panorama of history past and present with the bravado of Mark Twain in one of his sassier moods.\--The New York Times Book Review,A keenly satirical look at the world of art and museums by the author of the modern classic, Catch-22.,\Mr. Heller treats the whole panorama of history past and present with the bravado of Mark Twain in one of his sassier moods.\--The New York Times Book Review,A keenly satirical look at the world of art and museums by the author of the modern classic, Catch-22.",0.14048,0.665285,0.072972,0.044795,0.029657,3,https://whatdoido.kro.kr/movie/6424.jpg,,
6465,Across the River and into the Trees,Ernest Hemingway,"In the fall of 1948, Ernest Hemingway made his first extended visit to Italy in thirty years. His reacquaintance with Venice, a city he loved, provided the inspiration for,In the fall of 1948, Ernest Hemingway made his first extended visit to Italy in thirty years. His reacquaintance with Venice, a city he loved, provided the inspiration for,the story of Richard Cantwell, a war-ravaged American colonel stationed in Italy at the close of the Second World War, and his love for a young Italian countess.,,A bittersweet homage to love that overpowers reason, to the resilience of the human spirit, and to the world-weary beauty and majesty of Venice,,stands as Hemingway's statement of defiance in response to the great dehumanizing atrocities of the Second World War.",0.088509,0.836827,0.023683,0.026847,0.03064,3,https://whatdoido.kro.kr/movie/6465.jpg,,
6549,Picture Perfect,Jodi Picoult,"From the #1,bestselling author of,,,, and,...,To the outside world, they seem to have it all. Cassie Barrett, a renowned anthropologist, and Alex Rivers, one of Hollywood's hottest actors, met on the set of a motion picture in Africa. They shared childhood tales, toasted the future, and declared their love in a fairy,From the #1,bestselling author of,,,, and,...,To the outside world, they seem to have it all. Cassie Barrett, a renowned anthropologist, and Alex Rivers, one of Hollywood's hottest actors, met on the set of a motion picture in Africa. They shared childhood tales, toasted the future, and declared their love in a fairy-tale wedding. But when they return to California, something alters the picture of their perfect marriage. A frightening pattern is taking shape?a cycle of hurt, denial, and promises, thinly veiled by glamour. Torn between fear and something that resembles love, Cassie wrestles with questions she never dreamed she would face: How can she leave? Then again, how can she stay?",0.068523,0.699408,0.016057,0.011598,0.027404,4,https://whatdoido.kro.kr/movie/6549.jpg,,
6590,The Town,William Faulkner,"Continues Faulkner's tale of the Snopes family, set in rural, post-bellum Mississippi.,Continues Faulkner's tale of the Snopes family, set in rural, post-bellum Mississippi.",0.261302,0.67919,0.018561,0.005568,0.029442,1,https://whatdoido.kro.kr/movie/6590.jpg,,
6595,Lord John and the Private Matter,Diana Gabaldon,"In her,bestselling,novels, Diana Gabaldon introduced millions of readers to a dazzling world of history and adventure ??a world of vibrant settings and utterly unforgettable characters. Now one of these characters, Major Lord John Grey, opens the door to his own part of this world ??eighteenth-century London, a seething anthill of nobility and rabb,In her,bestselling,novels, Diana Gabaldon introduced millions of readers to a dazzling world of history and adventure ??a world of vibrant settings and utterly unforgettable characters. Now one of these characters, Major Lord John Grey, opens the door to his own part of this world ??eighteenth-century London, a seething anthill of nobility and rabble peopled by soldiers and spies, whores and dukes. Great Britain is battling France for supremacy on three continents ??and life is good for a soldier.,The year is 1757. On a clear morning in mid-June, Lord John Grey emerges from London?s Beefsteak Club, his mind in turmoil. A nobleman and a high-ranking officer in His Majesty?s Army, Grey has just witnessed something shocking. But his efforts to avoid a scandal that might destroy his family are interrupted by something still more urgent: the Crown appoints him to investigate the brutal murder of a comrade in arms, who may have been a traitor.,Obliged to pursue two inquiries at once, Major Grey finds himself ensnared in a web of treachery and betrayal that touches every stratum of English society ??and threatens all he holds dear. From the bawdy houses of London?s night-world to the stately drawing rooms of the nobility, and from the blood of a murdered corpse to the thundering seas ruled by the majestic fleet of the East India Company, Lord John pursues the elusive trails of a vanishing footman and a woman in green velvet, who may hold the key to everything ??or nothing.,The early days of the Seven Years War come brilliantly to life in this historical mystery by an author whose unique and compelling storytelling has engrossed millions of readers worldwide.",0.007399,0.817865,0.003148,0.020593,0.18429,1,https://whatdoido.kro.kr/movie/6595.jpg,,
6613,Jane Eyre,"Charlotte BrontÃÂ«,David Malouf","Jane Eyre 1847 has enjoyed huge popularity since first publication, and its success owes much to its exceptional emotional power. Jane Eyre, a penniless orphan, is engaged as governess at Thornfield Hall by the mysterious Mr Rochester. Her integrity and independence are tested to the limit as their love for each other grows, and the secrets of Mr Rochester's past are rev,Jane Eyre 1847 has enjoyed huge popularity since first publication, and its success owes much to its exceptional emotional power. Jane Eyre, a penniless orphan, is engaged as governess at Thornfield Hall by the mysterious Mr Rochester. Her integrity and independence are tested to the limit as their love for each other grows, and the secrets of Mr Rochester's past are revealed.",0.076056,0.672106,0.046125,0.038458,0.156849,3,https://whatdoido.kro.kr/movie/6613.jpg,,
6614,Jane Eyre,"Charlotte BrontÃÂ«,David Malouf","Jane Eyre 1847 has enjoyed huge popularity since first publication, and its success owes much to its exceptional emotional power. Jane Eyre, a penniless orphan, is engaged as governess at Thornfield Hall by the mysterious Mr Rochester. Her integrity and independence are tested to the limit as their love for each other grows, and the secrets of Mr Rochester's past are rev,Jane Eyre 1847 has enjoyed huge popularity since first publication, and its success owes much to its exceptional emotional power. Jane Eyre, a penniless orphan, is engaged as governess at Thornfield Hall by the mysterious Mr Rochester. Her integrity and independence are tested to the limit as their love for each other grows, and the secrets of Mr Rochester's past are revealed.",0.059827,0.875575,0.011597,0.008952,0.003517,3,https://whatdoido.kro.kr/movie/6614.jpg,,
6656,Gulliver's Travels and Other Writings (New Riverside Eds,"Jonathan Swift,Alan Richardson,Clement Hawes","This volume helps readers situate one of the most popular adventure novels ever written, Gulliver's Travels, within the 18th-century process of inventing and resisting Great Britain. Ideas of nationalism--both Irish and British--are questioned and explored. Gulliver's Travels is interpreted as a critique of British colonial aggression, and has special appeal for courses in,This volume helps readers situate one of the most popular adventure novels ever written, Gulliver's Travels, within the 18th-century process of inventing and resisting Great Britain. Ideas of nationalism--both Irish and British--are questioned and explored. Gulliver's Travels is interpreted as a critique of British colonial aggression, and has special appeal for courses in British literature and Irish studies. Supplemental materials include additional writings by Swift, such as pamphlets including the famous A Modest Proposal, sermons, poems, and letters. A wealth of critical essays adds further context.",0.07072,0.770577,0.063167,0.081746,0.049442,3,https://whatdoido.kro.kr/movie/6656.jpg,,
6663,Mere Christianity,"C.S. Lewis,Kathleen Norris","is C.S. Lewis's forceful and accessible doctrine of Christian belief. First heard as informal radio broadcasts and then published as three separate books -,,,, and,-,brings together what Lewis saw as the fundamental truths of the religion. Rejecting the boundaries that divide,is C.S. Lewis's forceful and accessible doctrine of Christian belief. First heard as informal radio broadcasts and then published as three separate books -,,,, and,-,brings together what Lewis saw as the fundamental truths of the religion. Rejecting the boundaries that divide Christianity's many denominations, C.S. Lewis finds a common ground on which all those who have Christian faith can stand together, proving that \at the centre of each there is something, or a Someone, who against all divergences of belief, all differences of temperament, all memories of mutual persecution, speaks the same voice.",0.059952,0.834193,0.022797,0.033943,0.02925,1,https://whatdoido.kro.kr/movie/6663.jpg,,
6664,Mere Christianity,"C.S. Lewis,Kathleen Norris","is C.S. Lewis's forceful and accessible doctrine of Christian belief. First heard as informal radio broadcasts and then published as three separate books -,,,, and,-,brings together what Lewis saw as the fundamental truths of the religion. Rejecting the boundaries that divide,is C.S. Lewis's forceful and accessible doctrine of Christian belief. First heard as informal radio broadcasts and then published as three separate books -,,,, and,-,brings together what Lewis saw as the fundamental truths of the religion. Rejecting the boundaries that divide Christianity's many denominations, C.S. Lewis finds a common ground on which all those who have Christian faith can stand together, proving that \at the centre of each there is something, or a Someone, who against all divergences of belief, all differences of temperament, all memories of mutual persecution, speaks the same voice.",0.355351,0.516214,0.018822,0.049371,0.050268,1,https://whatdoido.kro.kr/movie/6664.jpg,,
6669,The Screwtape Letters,C.S. Lewis,"The story takes the form of a series of letters from a senior demon, Screwtape, to his nephew, a junior \tempter\ named Wormwood, so as to advise him on methods of securing the damnation of a British man, known only as \the Patient\.,Screwtape holds an administrative post in the bureaucracy \Lowerarchy\ of Hell, and acts as a mentor to Wormwood, the inexperienced tempter.,The story takes the form of a series of letters from a senior demon, Screwtape, to his nephew, a junior \tempter\ named Wormwood, so as to advise him on methods of securing the damnation of a British man, known only as \the Patient\.,Screwtape holds an administrative post in the bureaucracy \Lowerarchy\ of Hell, and acts as a mentor to Wormwood, the inexperienced tempter. In the body of the thirty-one letters which make up the book, Screwtape gives Wormwood detailed advice on various methods of undermining faith and promoting sin in the Patient, interspersed with observations on human nature and Christian doctrine. Wormwood and Screwtape live in a peculiarly morally reversed world, where individual benefit and greed are seen as the greatest good, and neither demon is capable of comprehending or acknowledging true human virtue when he sees it.",0.020329,0.746701,0.00515,0.021041,0.068254,1,https://whatdoido.kro.kr/movie/6669.jpg,,
6684,The Time of the Uprooted,"Elie Wiesel,David Hapgood","Gamaliel Friedman is only a child when his family flees Czechoslovakia in 1939 for the relative safety of Hungary. For him, it will be the beginning of a life of rootlessness, disguise, and longing. Five years later, in desperation, Gamaliel's parents entrust him to a young Christian cabaret singer named Ilonka. With his Jewish identity hidden, Gamaliel survives the war. B,Gamaliel Friedman is only a child when his family flees Czechoslovakia in 1939 for the relative safety of Hungary. For him, it will be the beginning of a life of rootlessness, disguise, and longing. Five years later, in desperation, Gamaliel's parents entrust him to a young Christian cabaret singer named Ilonka. With his Jewish identity hidden, Gamaliel survives the war. But in 1956, to escape the stranglehold of communism, he leaves Budapest after painfully parting from Ilonka.,Gamaliel tries, unsuccessfully, to find a place for himself in Europe. After a failed marriage, he moves to New York, where he works as a ghostwriter, living through the lives of others. Eventually he falls in with a group of exiles, including a rabbi--a mystic whose belief in the potential for grace in everyday life powerfully counters Gamaliel's feelings of loss and dispossession. When Gamaliel is asked to help draw out an elderly, disfigured Hungarian woman who may be his beloved Ilonka, he begins to understand that a real life in the present is possible only if he will reconcile with his past.",0.268654,0.609808,0.023974,0.025919,0.053598,4,https://whatdoido.kro.kr/movie/6684.jpg,,
6743,The Shrouded Walls,Susan Howatch,"'We were seventeen when our parents died...Alexander and I did not realise at first that we were destitute. It was Sir Charles Stowell, a friend of my father's who finally told us the my father's forutnes and estates, including even the town house in London where we had lived all our lives with our mother, had reverted to my father's wife in Manchester. My father had been,'We were seventeen when our parents died...Alexander and I did not realise at first that we were destitute. It was Sir Charles Stowell, a friend of my father's who finally told us the my father's forutnes and estates, including even the town house in London where we had lived all our lives with our mother, had reverted to my father's wife in Manchester. My father had been mcuh too gay and carefree to bother to make a will to provide for his mistress and the tiwns she had borne him...' When her parents die in a road accident, Marianne, illegitimate daughter of a French emigree and an English gentleman, loses her home and all her wordly goods. She faces life as a governess until she meets Axel Branson, a man who must marry within the year in order to inherit his father's wealth. Marianne grabs at the chance of a respectable marriage. A remote house in the Kent Marshes is now her home. But distrust of her husband and fear of the house seem to roll in as steadily as the sea mist...",0.066149,0.640406,0.04434,0.061545,0.255261,4,https://whatdoido.kro.kr/movie/6743.jpg,,
6774,King of Shadows,Susan Cooper,"WHAT'S NAT DOING IN SHAKESPEARE'S TIME?Only in the world of the theater can Nat Field find an escape from the tragedies that have shadowed his young life. So he is thrilled when he is chosen to join an American drama troupe traveling to London to perform \A Midsummer Night's Dream\ in a new replica of the famous Globe theater.,Shortly after arriving in England, Nat goes to,WHAT'S NAT DOING IN SHAKESPEARE'S TIME?Only in the world of the theater can Nat Field find an escape from the tragedies that have shadowed his young life. So he is thrilled when he is chosen to join an American drama troupe traveling to London to perform \A Midsummer Night's Dream\ in a new replica of the famous Globe theater.,Shortly after arriving in England, Nat goes to bed ill and awakens transported back in time four hundred years -- to another London, and another production of \A Midsummer Night's Dream.\ Amid the bustle and excitement of an Elizabethan theatrical production, Nat finds the warm, nurturing father figure missing from his life -- in none other than William Shakespeare himself. Does Nat have to remain trapped in the past forever, or give up the friendship he's so longed for in his own time?",0.107673,0.744354,0.034827,0.024531,0.068839,3,https://whatdoido.kro.kr/movie/6774.jpg,,
6775,The Grey King,Susan Cooper,"There is a Welsh legend about a harp of gold, hidden within a certain hill, that will be found by a boy and a white dog with silver eyes -- a dog that can see the wind. Will Stanton knew nothing of this when he came to Wales to recover from a severe illness. But when he met Bran, a strange boy who owned a white dog, he began to remember. For Will is the last-born of the Ol,There is a Welsh legend about a harp of gold, hidden within a certain hill, that will be found by a boy and a white dog with silver eyes -- a dog that can see the wind. Will Stanton knew nothing of this when he came to Wales to recover from a severe illness. But when he met Bran, a strange boy who owned a white dog, he began to remember. For Will is the last-born of the Old Ones, immortals dedicated to saving the world from the forces of evil, the Dark. And it is Will's task to wake-with the golden harp -- the six who must be roused from their long slumber in the Welsh hills to prepare for the last battle between the Dark and the Light.",0.029383,0.946787,0.00686,0.001059,0.00488,4,https://whatdoido.kro.kr/movie/6775.jpg,,
6794,The Guns of August,"Barbara W. Tuchman,Robert K. Massie","Historian and Pulitzer Prize-winning author Barbara Tuchman has brought to life again the people and events that led up to World War I. With attention to fascinating detail, and an intense knowledge of her subject and its characters, Ms. Tuchman reveals, for the first time, just how the war started, why, and how it could have been stopped but wasn't. A classic historical s,Historian and Pulitzer Prize-winning author Barbara Tuchman has brought to life again the people and events that led up to World War I. With attention to fascinating detail, and an intense knowledge of her subject and its characters, Ms. Tuchman reveals, for the first time, just how the war started, why, and how it could have been stopped but wasn't. A classic historical survey of a time and a people we all need to know more about, THE GUNS OF AUGUST will not be forgotten.",0.009339,0.887825,0.013747,0.023597,0.039969,1,https://whatdoido.kro.kr/movie/6794.jpg,,
6795,The Guns of August,"Barbara W. Tuchman,Robert K. Massie","Historian and Pulitzer Prize-winning author Barbara Tuchman has brought to life again the people and events that led up to World War I. With attention to fascinating detail, and an intense knowledge of her subject and its characters, Ms. Tuchman reveals, for the first time, just how the war started, why, and how it could have been stopped but wasn't. A classic historical s,Historian and Pulitzer Prize-winning author Barbara Tuchman has brought to life again the people and events that led up to World War I. With attention to fascinating detail, and an intense knowledge of her subject and its characters, Ms. Tuchman reveals, for the first time, just how the war started, why, and how it could have been stopped but wasn't. A classic historical survey of a time and a people we all need to know more about, THE GUNS OF AUGUST will not be forgotten.",0.009339,0.887825,0.013747,0.023597,0.039969,1,https://whatdoido.kro.kr/movie/6795.jpg,,
6846,A New Path to the Waterfall,"Raymond Carver,Tess Gallagher","Raymond Carver, author of 'Where I'm Calling From', is widely considered one of the great short story writers of our time. A New Path to the Waterfall was Carver's last book, and shows a writer telling the truth as best as he knows how in the time left to him. The sixty-odd poems in this collection are linked by Carver with selections from other writers, most notably Chekh,Raymond Carver, author of 'Where I'm Calling From', is widely considered one of the great short story writers of our time. A New Path to the Waterfall was Carver's last book, and shows a writer telling the truth as best as he knows how in the time left to him. The sixty-odd poems in this collection are linked by Carver with selections from other writers, most notably Chekhov, whose work was an inspiration and a guide, and by the cumulative force of the life and death questions he poses in them. As Rilke's Letters to a Young Poet guided countless readers discovering their true love and work, Carver's book will guide those in the process of celebrating a limited life and mourning the inescapable end of it. A New Path to the Waterfall is an essential book for those who admire Carver's work, and testament to the transcendent strength of the human spirit. In her introductory essay, Tess Gallagher, Carver's companion and fellow writer, lays out the circumstances of their last years together with matter-of-fact grace.",0.037383,0.817396,0.012344,0.004509,0.012926,3,https://whatdoido.kro.kr/movie/6846.jpg,,
6877,Humboldt's Gift,Saul Bellow,"The novel, for which Bellow won the Pulitzer Prize for Fiction in 1976, is a self-described \comic book about death,\ whose title character is modeled on the self-destructive lyric poet Delmore Schwartz. Charlie Citrine, an intellectual, middle-aged author of award-winning biographies and plays, contemplates two significant figures and philosophies in his life: Von Humbold,The novel, for which Bellow won the Pulitzer Prize for Fiction in 1976, is a self-described \comic book about death,\ whose title character is modeled on the self-destructive lyric poet Delmore Schwartz. Charlie Citrine, an intellectual, middle-aged author of award-winning biographies and plays, contemplates two significant figures and philosophies in his life: Von Humboldt Fleisher, a dead poet who had been his mentor, and Rinaldo Cantabile, a very-much-alive minor mafioso who has been the bane of Humboldt's existence. Humboldt had taught Charlie that art is powerful and that one should be true to one's own creative spirit. Rinaldo, Charlie's self-appointed financial adviser, has always urged Charlie to use his art to turn a profit. At the novel's end, Charlie has managed to set his own course.",0.141257,0.473189,0.021036,0.049452,0.109137,3,https://whatdoido.kro.kr/movie/6877.jpg,,
6991,Thirteen Uncollected Stories By John Cheever,"John Cheever,Franklin Dennis,George W. Hunt","This is the first new collection of John Cheever stories in more than fifteen years, and the first time these stories have ever been collected. Originally published in the 1930s and 1940s in magazines which run the gamut from obscure leftist literary periodicals, through The New Republic and The Atlantic Monthly, to mass circulation glossies like Colliers and Cosmopolitan,,This is the first new collection of John Cheever stories in more than fifteen years, and the first time these stories have ever been collected. Originally published in the 1930s and 1940s in magazines which run the gamut from obscure leftist literary periodicals, through The New Republic and The Atlantic Monthly, to mass circulation glossies like Colliers and Cosmopolitan, these stories deal with themes and use techniques which are not generally considered to be \Cheeveresque.\ They will undoubtedly surprise those readers familiar only with Cheever's post-1947 work. Each of these early stories bears the unmistakable stamp of the master storyteller. \Bayonne\ is an evocative character study of a waitress whose work serving blue-collar regulars in a diner provides her with more emotional than financial support. \In Passing, \ which ends with the radical organizer Girsdansky haranguing a small unmoved crowd on the Boston Common at twilight, reveals perhaps more about states of mind during the Depression than standard histories of that era. \Fall River\ is an elegy on economic catastrophe in a backwater New England town: Cheever calls up a picture of a wasteland with abandoned factories where \the looms blocked off the floor like discarded machinery in an old opera house.\ \The Autobiography of a Drummer\ is a remarkable portrait of a man who has outlived his time. It anticipates Arthur Miller's Willy Loman by more than a decade. In this intriguing collection, Cheever plunges us into a stark world; the scenes are reminiscent of Edward Hopper. It is a world of foreclosures, down-and-outs, burlesque shows, desperate gamblers, and deferred hopes. It adds a new dimension to the assessment ofJohn Cheever's considerable reputation.",0.12795,0.638276,0.083959,0.54222,0.043141,0,https://whatdoido.kro.kr/movie/6991.jpg,,
7038,Invisible Man,Ralph Ellison,"First published in 1952 and immediately hailed as a masterpiece,,is one of those rare novels that have changed the shape of American literature. For not only does Ralph Ellison's nightmare journey across the racial divide tell unparalleled truths about the nature of bigotry and its effects on the minds of both victims and perpetrators, it gives us an entirely,First published in 1952 and immediately hailed as a masterpiece,,is one of those rare novels that have changed the shape of American literature. For not only does Ralph Ellison's nightmare journey across the racial divide tell unparalleled truths about the nature of bigotry and its effects on the minds of both victims and perpetrators, it gives us an entirely new model of what a novel can be.,As he journeys from the Deep South to the streets and basements of Harlem, from a horrifying \battle royal\ where black men are reduced to fighting animals, to a Communist rally where they are elevated to the status of trophies, Ralph Ellison's nameless protagonist ushers readers into a parallel universe that throws our own into harsh and even hilarious relief. Suspenseful and sardonic, narrated in a voice that takes in the symphonic range of the American language, black and white,,is one of the most audacious and dazzling novels of our century.",0.344542,0.19417,0.041675,0.013116,0.032709,1,https://whatdoido.kro.kr/movie/7038.jpg,,
7106,The Eleventh Hour,Graeme Base,"When Horace the elephant turns eleven, he celebrates in style by inviting his exotic friends to a splendid costume party. But a mystery is afoot, for in the midst of the games, music, and revelry, someone has eaten the birthday feast. The rhyming text and lavish, detailed illustrations each provide clues, and it's up to the reader to piece them together and decide whodunit,When Horace the elephant turns eleven, he celebrates in style by inviting his exotic friends to a splendid costume party. But a mystery is afoot, for in the midst of the games, music, and revelry, someone has eaten the birthday feast. The rhyming text and lavish, detailed illustrations each provide clues, and it's up to the reader to piece them together and decide whodunit! \The fun of poring over the pictures is matched by the enjoyment derived from the textwitty, ingenious verses.\ -- Publishers Weekly Graeme Base is the author of many award-winning books for children, including Animalia Puffin, The Sign of the Seahorse, and most recently, The Discovery of Dragons.",0.060313,0.90576,0.022049,0.003998,0.01055,3,https://whatdoido.kro.kr/movie/7106.jpg,,
7108,The Victim,Saul Bellow,"Leventhal is a natural victim; a man uncertain of himself, never free from the nagging suspicion that the other guy may be right. So when he meets a down-at-heel stranger in the park one day and finds himself being accused of ruining the man's life, he half believes it.,Leventhal is a natural victim; a man uncertain of himself, never free from the nagging suspicion that the other guy may be right. So when he meets a down-at-heel stranger in the park one day and finds himself being accused of ruining the man's life, he half believes it.",0.034723,0.872138,0.051165,0.02077,0.010617,2,https://whatdoido.kro.kr/movie/7108.jpg,,
7155,The Rebel,"Albert Camus,Anthony Bower,Herbert Read","By one of the most profoundly influential thinkers of our century, The Rebel is a classic essay on revolution. For Albert Camus, the urge to revolt is one of the \essential dimensions\ of human nature, manifested in man's timeless Promethean struggle against the conditions of his existence, as well as the popular uprisings against established orders throughout history. And,By one of the most profoundly influential thinkers of our century, The Rebel is a classic essay on revolution. For Albert Camus, the urge to revolt is one of the \essential dimensions\ of human nature, manifested in man's timeless Promethean struggle against the conditions of his existence, as well as the popular uprisings against established orders throughout history. And yet, with an eye toward the French Revolution and its regicides and deicides, he shows how inevitably the course of revolution leads to tyranny, as old regimes throughout the world collapse, The Rebel resonates as an ardent, eloquent, and supremely rational voice of conscience for our tumultuous times.,Translated from the French by Anthony Bower.",0.193954,0.629303,0.092136,0.081324,0.055693,1,https://whatdoido.kro.kr/movie/7155.jpg,,
